timestamp,temperature_c,pressure_hpa,humidity_percent,light_lux,distance_cm,object_detected
2026-05-01T17:05:33,27.09,839.83,20.23,79.17,100.0,0
2026-05-01T17:05:34,27.1,839.83,20.44,75.0,100.0,0
2026-05-01T17:05:35,27.1,839.82,20.5,74.17,100.0,0
2026-05-01T17:05:36,27.1,839.82,20.52,75.0,100.0,0
2026-05-01T17:05:37,27.1,839.81,20.65,75.0,100.0,0
2026-05-01T17:05:38,27.11,839.8,20.86,75.83,100.0,0
2026-05-01T17:05:39,27.11,839.82,20.89,74.17,100.0,0
2026-05-01T17:05:40,27.11,839.85,20.82,72.5,100.0,0
2026-05-01T17:05:41,27.11,839.81,20.72,71.67,100.0,0
2026-05-01T17:05:42,27.11,839.81,20.62,71.67,100.0,0
2026-05-01T17:05:43,27.1,839.83,20.54,71.67,100.0,0
2026-05-01T17:05:44,27.1,839.84,20.5,75.0,100.0,0
2026-05-01T17:05:45,27.1,839.79,20.46,74.17,100.0,0
2026-05-01T17:05:46,27.1,839.8,20.43,74.17,100.0,0
2026-05-01T17:05:47,27.1,839.85,20.43,72.5,100.0,0
2026-05-01T17:05:48,27.09,839.82,20.41,74.17,100.0,0
2026-05-01T17:05:49,27.09,839.82,20.43,73.33,100.0,0
2026-05-01T17:05:50,27.09,839.8,20.44,73.33,100.0,0
2026-05-01T17:05:51,27.08,839.81,20.45,74.17,100.0,0
2026-05-01T17:05:52,27.08,839.81,20.46,74.17,100.0,0
2026-05-01T17:05:53,27.09,839.83,20.48,75.83,100.0,0
2026-05-01T17:05:54,27.08,839.82,20.48,76.67,100.0,0
2026-05-01T17:05:55,27.08,839.83,20.54,77.5,100.0,0
2026-05-01T17:05:56,27.08,839.8,20.56,79.17,100.0,0
2026-05-01T17:05:57,27.08,839.83,20.58,79.17,100.0,0
2026-05-01T17:05:58,27.08,839.82,20.56,80.0,100.0,0
2026-05-01T17:05:59,27.08,839.83,20.54,80.0,100.0,0
2026-05-01T17:06:00,27.08,839.85,20.52,80.83,100.0,0
2026-05-01T17:06:01,27.08,839.85,20.5,81.67,100.0,0
2026-05-01T17:06:02,27.07,839.83,20.47,82.5,100.0,0
2026-05-01T17:06:03,27.07,839.85,20.46,83.33,100.0,0
2026-05-01T17:06:05,27.07,839.85,20.45,75.83,100.0,0
2026-05-01T17:06:06,27.07,839.83,20.44,75.0,100.0,0
2026-05-01T17:06:07,27.07,839.85,20.46,75.83,100.0,0
2026-05-01T17:06:08,27.07,839.84,20.47,78.33,100.0,0
2026-05-01T17:06:09,27.07,839.83,20.48,78.33,100.0,0
2026-05-01T17:06:10,27.07,839.83,20.5,76.67,100.0,0
2026-05-01T17:06:11,27.07,839.84,20.48,77.5,100.0,0
2026-05-01T17:06:12,27.07,839.83,20.47,80.0,100.0,0
2026-05-01T17:06:13,27.06,839.85,20.47,80.83,100.0,0
2026-05-01T17:06:14,27.07,839.85,20.48,81.67,100.0,0
2026-05-01T17:06:15,27.07,839.86,20.48,82.5,100.0,0
2026-05-01T17:06:16,27.07,839.84,20.47,79.17,100.0,0
2026-05-01T17:06:17,27.06,839.84,20.46,78.33,100.0,0
2026-05-01T17:06:18,27.07,839.85,20.45,79.17,100.0,0
2026-05-01T17:06:19,27.06,839.84,20.45,80.0,100.0,0
2026-05-01T17:06:20,27.06,839.85,20.45,80.83,100.0,0
2026-05-01T17:06:21,27.05,839.84,20.45,80.83,100.0,0
2026-05-01T17:06:22,27.06,839.85,20.45,80.83,100.0,0
2026-05-01T17:06:23,27.05,839.85,20.46,81.67,100.0,0
2026-05-01T17:06:24,27.05,839.84,20.45,81.67,100.0,0
2026-05-01T17:06:25,27.05,839.84,20.44,85.83,100.0,0
2026-05-01T17:06:26,27.05,839.85,20.41,78.33,100.0,0
2026-05-01T17:06:27,27.06,839.88,20.4,80.0,100.0,0
2026-05-01T17:06:28,27.06,839.87,20.39,80.0,100.0,0
2026-05-01T17:06:29,27.06,839.85,20.38,81.67,100.0,0
2026-05-01T17:06:30,27.05,839.84,20.38,82.5,100.0,0
2026-05-01T17:06:31,27.06,839.83,20.37,82.5,100.0,0
2026-05-01T17:06:32,27.06,839.86,20.37,82.5,100.0,0
2026-05-01T17:06:33,27.06,839.86,20.36,83.33,100.0,0
2026-05-01T17:06:34,27.05,839.85,20.36,83.33,100.0,0
2026-05-01T17:06:35,27.05,839.86,20.34,81.67,100.0,0
2026-05-01T17:06:36,27.05,839.84,20.34,78.33,100.0,0
2026-05-01T17:06:37,27.05,839.84,20.33,76.67,100.0,0
2026-05-01T17:06:38,27.05,839.84,20.33,77.5,100.0,0
2026-05-01T17:06:39,27.05,839.86,20.32,78.33,100.0,0
2026-05-01T17:06:40,27.05,839.85,20.33,78.33,100.0,0
2026-05-01T17:06:42,27.05,839.85,20.35,79.17,100.0,0
2026-05-01T17:06:43,27.05,839.86,20.4,79.17,100.0,0
2026-05-01T17:06:44,27.05,839.86,20.46,77.5,100.0,0
2026-05-01T17:06:45,27.05,839.84,20.53,78.33,100.0,0
2026-05-01T17:06:46,27.05,839.85,20.54,75.83,100.0,0
2026-05-01T17:06:47,27.05,839.86,20.55,77.5,100.0,0
2026-05-01T17:06:48,27.05,839.84,20.55,81.67,100.0,0
2026-05-01T17:06:49,27.05,839.85,20.52,80.83,100.0,0
2026-05-01T17:06:50,27.05,839.85,20.47,76.67,100.0,0
2026-05-01T17:06:51,27.05,839.83,20.45,75.83,100.0,0
2026-05-01T17:06:52,27.05,839.84,20.44,76.67,100.0,0
2026-05-01T17:06:53,27.05,839.83,20.41,79.17,100.0,0
2026-05-01T17:06:54,27.05,839.84,20.4,79.17,100.0,0
2026-05-01T17:06:55,27.05,839.87,20.4,75.0,100.0,0
2026-05-01T17:06:56,27.05,839.85,20.41,75.83,100.0,0
2026-05-01T17:06:57,27.05,839.84,20.42,79.17,100.0,0
2026-05-01T17:06:58,27.05,839.85,20.45,80.0,100.0,0
2026-05-01T17:06:59,27.04,839.82,20.47,78.33,100.0,0
2026-05-01T17:07:00,27.04,839.83,20.48,80.83,100.0,0
2026-05-01T17:07:01,27.04,839.82,20.49,80.83,100.0,0
2026-05-01T17:07:02,27.04,839.8,20.49,81.67,100.0,0
2026-05-01T17:07:03,27.04,839.83,20.48,77.5,100.0,0
2026-05-01T17:07:04,27.04,839.79,20.48,75.83,100.0,0
2026-05-01T17:07:05,27.05,839.83,20.48,75.0,100.0,0
2026-05-01T17:07:06,27.05,839.81,20.48,75.0,100.0,0
2026-05-01T17:07:07,27.05,839.85,20.48,74.17,100.0,0
2026-05-01T17:07:08,27.04,839.82,20.47,73.33,100.0,0
2026-05-01T17:07:09,27.04,839.84,20.46,75.0,100.0,0
2026-05-01T17:07:10,27.04,839.81,20.45,76.67,100.0,0
2026-05-01T17:07:11,27.05,839.84,20.45,77.5,100.0,0
2026-05-01T17:07:12,27.04,839.8,20.45,78.33,100.0,0
2026-05-01T17:07:13,27.04,839.81,20.45,78.33,100.0,0
