timestamp,temperature_c,pressure_hpa,humidity_percent,light_lux,distance_cm,object_detected
2026-05-01T16:26:52,26.7,839.86,20.63,25.83,100.0,0
2026-05-01T16:26:53,26.71,839.86,20.66,25.83,100.0,0
2026-05-01T16:26:54,26.72,839.89,20.8,25.83,100.0,0
2026-05-01T16:26:55,26.72,839.88,20.73,24.17,100.0,0
2026-05-01T16:27:14,26.71,839.87,20.47,1.67,100.0,0
2026-05-01T16:27:15,26.74,839.88,20.28,1.67,100.0,0
2026-05-01T16:27:16,26.74,839.88,20.24,1.67,100.0,0
2026-05-01T16:27:17,26.74,839.86,20.28,1.67,100.0,0
2026-05-01T16:27:18,26.74,839.87,20.31,1.67,100.0,0
2026-05-01T16:27:19,26.74,839.88,20.24,1.67,100.0,0
2026-05-01T16:27:20,26.74,839.85,20.17,1.67,100.0,0
2026-05-01T16:27:34,26.76,839.87,20.47,5.0,100.0,0
2026-05-01T16:27:35,26.76,839.85,20.4,5.0,100.0,0
2026-05-01T16:27:36,26.75,839.86,20.33,5.0,100.0,0
2026-05-01T16:27:37,26.76,839.87,20.26,5.0,100.0,0
2026-05-01T16:27:38,26.76,839.85,20.2,5.0,100.0,0
2026-05-01T16:27:39,26.76,839.87,20.18,5.0,100.0,0
2026-05-01T16:27:40,26.77,839.88,20.16,5.0,100.0,0
2026-05-01T16:27:41,26.77,839.85,20.17,5.0,100.0,0
2026-05-01T16:27:42,26.77,839.86,20.17,5.0,100.0,0
2026-05-01T16:27:43,26.77,839.86,20.16,5.0,100.0,0
2026-05-01T16:27:44,26.76,839.86,20.11,5.0,100.0,0
2026-05-01T16:27:45,26.76,839.84,20.1,5.0,100.0,0
2026-05-01T16:27:46,26.76,839.85,20.11,5.0,100.0,0
2026-05-01T16:27:47,26.76,839.88,20.13,5.0,100.0,0
2026-05-01T16:27:49,26.76,839.87,20.17,5.0,100.0,0
2026-05-01T16:27:50,26.76,839.87,20.18,5.0,100.0,0
2026-05-01T16:27:51,26.77,839.85,20.16,5.0,100.0,0
2026-05-01T16:27:52,26.77,839.85,20.11,5.0,100.0,0
2026-05-01T16:27:53,26.76,839.84,20.11,5.0,100.0,0
2026-05-01T16:27:54,26.77,839.85,20.12,5.0,100.0,0
2026-05-01T16:27:55,26.78,839.86,20.12,5.0,100.0,0
2026-05-01T16:27:56,26.78,839.85,20.11,5.0,100.0,0
2026-05-01T16:27:57,26.78,839.88,20.13,5.0,100.0,0
2026-05-01T16:27:58,26.78,839.89,20.12,5.0,100.0,0
2026-05-01T16:27:59,26.78,839.86,20.15,5.0,100.0,0
2026-05-01T16:28:00,26.78,839.84,20.12,5.0,100.0,0
2026-05-01T16:28:01,26.79,839.85,20.13,5.0,100.0,0
2026-05-01T16:28:02,26.78,839.85,20.17,5.0,100.0,0
2026-05-01T16:28:03,26.79,839.85,20.17,5.0,100.0,0
2026-05-01T16:28:04,26.78,839.83,20.19,5.0,100.0,0
2026-05-01T16:28:05,26.78,839.86,20.19,5.0,100.0,0
2026-05-01T16:28:06,26.79,839.86,20.19,5.0,100.0,0
2026-05-01T16:28:07,26.78,839.85,20.18,5.0,100.0,0
2026-05-01T16:28:08,26.78,839.86,20.16,5.0,100.0,0
2026-05-01T16:28:09,26.78,839.84,20.16,5.0,100.0,0
2026-05-01T16:28:10,26.77,839.83,20.16,5.0,100.0,0
2026-05-01T16:28:11,26.77,839.83,20.17,5.0,100.0,0
2026-05-01T16:28:12,26.77,839.84,20.19,3.33,100.0,0
2026-05-01T16:28:13,26.76,839.85,20.21,5.0,100.0,0
2026-05-01T16:28:14,26.76,839.84,20.27,5.0,100.0,0
2026-05-01T16:28:15,26.75,839.84,20.34,5.0,100.0,0
2026-05-01T16:28:16,26.75,839.85,20.34,5.0,100.0,0
2026-05-01T16:28:17,26.75,839.88,20.33,5.0,100.0,0
2026-05-01T16:28:18,26.76,839.84,20.29,5.0,100.0,0
2026-05-01T16:28:19,26.76,839.86,20.26,5.0,100.0,0
2026-05-01T16:28:20,26.76,839.85,20.25,5.0,100.0,0
2026-05-01T16:28:21,26.76,839.87,20.24,5.0,100.0,0
2026-05-01T16:28:22,26.76,839.84,20.26,3.33,100.0,0
2026-05-01T16:28:23,26.77,839.85,20.27,5.0,100.0,0
2026-05-01T16:28:24,26.77,839.84,20.28,5.0,100.0,0
2026-05-01T16:28:25,26.76,839.83,20.26,5.0,100.0,0
2026-05-01T16:28:27,26.77,839.82,20.24,5.0,100.0,0
2026-05-01T16:28:28,26.77,839.85,20.24,5.0,100.0,0
2026-05-01T16:28:29,26.77,839.83,20.25,5.0,100.0,0
2026-05-01T16:28:30,26.77,839.84,20.25,5.0,100.0,0
2026-05-01T16:28:31,26.78,839.85,20.25,5.0,100.0,0
2026-05-01T16:28:32,26.77,839.82,20.25,5.0,100.0,0
2026-05-01T16:28:33,26.77,839.86,20.25,5.0,100.0,0
2026-05-01T16:28:34,26.77,839.83,20.25,5.0,100.0,0
2026-05-01T16:28:35,26.76,839.84,20.25,5.0,100.0,0
2026-05-01T16:28:36,26.76,839.81,20.25,5.0,100.0,0
2026-05-01T16:28:37,26.77,839.84,20.21,5.0,100.0,0
2026-05-01T16:28:38,26.78,839.84,20.18,5.0,100.0,0
2026-05-01T16:28:39,26.77,839.83,20.19,5.0,100.0,0
2026-05-01T16:28:40,26.77,839.84,20.2,5.0,100.0,0
2026-05-01T16:28:41,26.77,839.83,20.21,5.0,100.0,0
2026-05-01T16:28:42,26.77,839.84,20.21,5.0,100.0,0
2026-05-01T16:28:43,26.78,839.86,20.19,5.0,100.0,0
2026-05-01T16:28:44,26.78,839.88,20.19,4.17,100.0,0
2026-05-01T16:28:45,26.78,839.86,20.19,3.33,100.0,0
2026-05-01T16:28:46,26.78,839.85,20.19,5.0,100.0,0
2026-05-01T16:28:47,26.77,839.85,20.23,5.0,100.0,0
2026-05-01T16:28:48,26.77,839.86,20.21,5.0,100.0,0
2026-05-01T16:28:49,26.77,839.84,20.23,5.0,100.0,0
2026-05-01T16:28:50,26.76,839.84,20.23,5.0,100.0,0
2026-05-01T16:28:51,26.76,839.83,20.23,5.0,100.0,0
2026-05-01T16:28:52,26.76,839.84,20.21,5.0,100.0,0
2026-05-01T16:28:53,26.76,839.82,20.21,5.0,100.0,0
2026-05-01T16:28:54,26.75,839.84,20.2,5.0,100.0,0
2026-05-01T16:28:55,26.76,839.84,20.2,5.0,100.0,0
2026-05-01T16:28:56,26.76,839.8,20.2,5.0,100.0,0
2026-05-01T16:28:57,26.76,839.81,20.2,5.0,100.0,0
2026-05-01T16:28:58,26.75,839.81,20.2,5.0,100.0,0
2026-05-01T16:28:59,26.75,839.83,20.21,5.0,100.0,0
2026-05-01T16:29:00,26.75,839.83,20.21,5.0,100.0,0
2026-05-01T16:29:01,26.75,839.83,20.2,5.0,100.0,0
2026-05-01T16:29:02,26.75,839.82,20.2,5.0,100.0,0
2026-05-01T16:29:03,26.74,839.84,20.19,5.0,100.0,0
2026-05-01T16:29:05,26.75,839.85,20.18,5.0,100.0,0
2026-05-01T16:29:06,26.74,839.84,20.17,5.0,100.0,0
2026-05-01T16:29:07,26.75,839.84,20.14,5.0,100.0,0
2026-05-01T16:29:08,26.75,839.81,20.13,5.0,100.0,0
2026-05-01T16:29:09,26.75,839.84,20.13,5.0,100.0,0
2026-05-01T16:29:10,26.74,839.83,20.13,5.0,100.0,0
2026-05-01T16:29:11,26.74,839.83,20.14,5.0,100.0,0
2026-05-01T16:29:12,26.74,839.88,20.13,5.0,100.0,0
2026-05-01T16:29:13,26.74,839.85,20.11,3.33,100.0,0
2026-05-01T16:29:14,26.74,839.85,20.11,5.0,100.0,0
2026-05-01T16:29:15,26.74,839.83,20.11,5.0,100.0,0
2026-05-01T16:29:16,26.74,839.86,20.11,5.0,100.0,0
2026-05-01T16:29:17,26.74,839.84,20.11,5.0,100.0,0
2026-05-01T16:29:18,26.75,839.87,20.1,5.0,100.0,0
2026-05-01T16:29:19,26.75,839.84,20.07,5.0,100.0,0
2026-05-01T16:29:20,26.75,839.83,20.09,5.0,100.0,0
2026-05-01T16:29:21,26.75,839.85,20.1,5.0,100.0,0
2026-05-01T16:29:22,26.75,839.84,20.1,5.0,100.0,0
2026-05-01T16:29:23,26.74,839.86,20.11,5.0,100.0,0
2026-05-01T16:29:24,26.74,839.85,20.12,5.0,100.0,0
2026-05-01T16:29:25,26.74,839.83,20.11,5.0,100.0,0
2026-05-01T16:29:26,26.74,839.83,20.1,5.0,100.0,0
2026-05-01T16:29:27,26.74,839.85,20.1,5.0,100.0,0
2026-05-01T16:29:28,26.74,839.85,20.09,5.0,100.0,0
2026-05-01T16:29:29,26.74,839.83,20.09,5.0,100.0,0
2026-05-01T16:29:30,26.74,839.85,20.09,5.0,100.0,0
2026-05-01T16:29:31,26.74,839.82,20.09,5.0,100.0,0
2026-05-01T16:29:32,26.75,839.84,20.09,5.0,100.0,0
2026-05-01T16:29:33,26.75,839.84,20.1,4.17,100.0,0
2026-05-01T16:29:34,26.74,839.83,20.1,5.0,100.0,0
2026-05-01T16:29:35,26.74,839.86,20.1,5.0,100.0,0
2026-05-01T16:29:36,26.74,839.83,20.07,5.0,100.0,0
2026-05-01T16:29:37,26.74,839.85,20.09,5.0,100.0,0
2026-05-01T16:29:38,26.74,839.85,20.07,3.33,100.0,0
2026-05-01T16:29:39,26.74,839.83,20.06,5.0,100.0,0
