timestamp,temperature_c,pressure_hpa,humidity_percent,light_lux,distance_cm,object_detected
2026-05-01T16:44:39,26.61,839.77,20.06,41.67,10.7,1
2026-05-01T16:44:40,26.63,839.79,20.28,43.33,10.3,1
2026-05-01T16:44:41,26.62,839.8,20.3,43.33,8.6,1
2026-05-01T16:44:42,26.62,839.79,20.28,43.33,8.2,1
2026-05-01T16:44:44,26.62,839.79,20.22,43.33,8.0,1
2026-05-01T16:44:45,26.62,839.78,20.25,43.33,7.3,1
2026-05-01T16:44:46,26.62,839.79,20.42,43.33,7.1,1
2026-05-01T16:44:47,26.63,839.77,20.57,43.33,7.3,1
2026-05-01T16:44:48,26.63,839.78,20.71,43.33,7.0,1
2026-05-01T16:44:49,26.63,839.79,20.82,43.33,6.5,1
2026-05-01T16:44:50,26.63,839.78,20.94,43.33,6.1,1
2026-05-01T16:44:51,26.63,839.79,20.95,43.33,6.4,1
2026-05-01T16:44:52,26.63,839.77,20.88,43.33,6.2,1
2026-05-01T16:44:53,26.64,839.77,20.85,43.33,6.2,1
2026-05-01T16:44:54,26.64,839.78,20.82,43.33,8.1,1
2026-05-01T16:44:55,26.64,839.75,20.79,43.33,9.2,1
2026-05-01T16:44:56,26.64,839.77,20.79,42.5,9.8,1
2026-05-01T16:44:57,26.65,839.8,20.78,43.33,10.4,1
2026-05-01T16:44:58,26.65,839.8,20.75,42.5,10.2,1
2026-05-01T16:44:59,26.64,839.79,20.77,42.5,9.1,1
2026-05-01T16:45:00,26.64,839.79,20.75,42.5,8.9,1
2026-05-01T16:45:01,26.64,839.76,20.72,42.5,9.1,1
2026-05-01T16:45:02,26.64,839.77,20.7,42.5,9.2,1
2026-05-01T16:45:03,26.65,839.79,20.71,42.5,8.9,1
2026-05-01T16:45:04,26.65,839.78,20.7,43.33,8.0,1
2026-05-01T16:45:05,26.65,839.77,20.65,42.5,7.6,1
2026-05-01T16:45:06,26.65,839.76,20.63,42.5,7.3,1
2026-05-01T16:45:08,26.66,839.77,20.6,42.5,7.2,1
2026-05-01T16:45:09,26.66,839.76,20.62,42.5,7.8,1
2026-05-01T16:45:10,26.66,839.76,20.64,42.5,9.3,1
2026-05-01T16:45:11,26.65,839.79,20.66,42.5,9.6,1
2026-05-01T16:45:12,26.66,839.77,20.67,42.5,8.4,1
2026-05-01T16:45:13,26.66,839.77,20.68,42.5,8.0,1
2026-05-01T16:45:14,26.66,839.76,20.68,42.5,7.3,1
2026-05-01T16:45:15,26.66,839.74,20.67,42.5,7.3,1
2026-05-01T16:45:16,26.67,839.78,20.66,42.5,9.4,1
2026-05-01T16:45:17,26.66,839.78,20.67,42.5,10.3,1
2026-05-01T16:45:18,26.66,839.78,20.66,42.5,10.6,1
2026-05-01T16:45:19,26.66,839.73,20.65,42.5,9.6,1
2026-05-01T16:45:20,26.66,839.78,20.65,42.5,8.7,1
2026-05-01T16:45:21,26.66,839.75,20.71,42.5,8.7,1
2026-05-01T16:45:22,26.66,839.77,20.74,42.5,7.5,1
2026-05-01T16:45:23,26.67,839.78,20.79,42.5,7.7,1
2026-05-01T16:45:24,26.67,839.74,20.8,42.5,8.1,1
2026-05-01T16:45:25,26.67,839.73,20.77,42.5,8.4,1
2026-05-01T16:45:26,26.67,839.75,20.77,42.5,8.5,1
2026-05-01T16:45:27,26.67,839.75,20.81,42.5,9.1,1
2026-05-01T16:45:28,26.67,839.77,20.8,42.5,9.0,1
2026-05-01T16:45:29,26.67,839.77,20.75,42.5,8.5,1
2026-05-01T16:45:31,26.67,839.76,20.72,42.5,8.4,1
2026-05-01T16:45:32,26.66,839.77,20.65,42.5,10.0,1
2026-05-01T16:45:33,26.66,839.75,20.57,42.5,11.0,1
2026-05-01T16:45:34,26.66,839.77,20.55,42.5,11.3,1
2026-05-01T16:45:35,26.67,839.75,20.55,42.5,11.3,1
2026-05-01T16:45:36,26.67,839.78,20.53,42.5,10.7,1
2026-05-01T16:45:37,26.67,839.76,20.56,42.5,11.8,1
2026-05-01T16:45:38,26.68,839.79,20.55,41.67,11.6,1
2026-05-01T16:45:39,26.68,839.75,20.53,41.67,12.2,1
2026-05-01T16:45:40,26.67,839.75,20.52,41.67,11.7,1
2026-05-01T16:45:41,26.67,839.74,20.5,41.67,11.8,1
2026-05-01T16:45:42,26.68,839.73,20.49,41.67,12.1,1
2026-05-01T16:45:43,26.68,839.77,20.49,41.67,12.3,1
2026-05-01T16:45:44,26.68,839.71,20.49,41.67,12.3,1
2026-05-01T16:45:45,26.68,839.76,20.49,41.67,12.5,1
2026-05-01T16:45:46,26.68,839.75,20.5,41.67,12.7,1
2026-05-01T16:45:47,26.68,839.75,20.51,41.67,12.1,1
2026-05-01T16:45:48,26.68,839.74,20.51,41.67,13.1,1
2026-05-01T16:45:49,26.69,839.75,20.49,41.67,13.4,1
2026-05-01T16:45:50,26.68,839.76,20.4,41.67,13.7,1
2026-05-01T16:45:51,26.68,839.77,20.37,41.67,13.8,1
2026-05-01T16:45:52,26.68,839.77,20.36,41.67,14.1,1
2026-05-01T16:45:54,26.69,839.77,20.31,41.67,14.0,1
2026-05-01T16:45:55,26.69,839.76,20.31,41.67,13.7,1
2026-05-01T16:45:56,26.69,839.78,20.35,41.67,15.5,1
2026-05-01T16:45:57,26.69,839.75,20.36,41.67,14.6,1
2026-05-01T16:45:58,26.69,839.75,20.34,41.67,13.8,1
2026-05-01T16:45:59,26.69,839.76,20.33,41.67,14.1,1
2026-05-01T16:46:00,26.69,839.79,20.34,41.67,14.2,1
2026-05-01T16:46:01,26.69,839.73,20.36,41.67,14.3,1
2026-05-01T16:46:02,26.7,839.76,20.37,41.67,13.6,1
2026-05-01T16:46:03,26.7,839.75,20.37,41.67,14.2,1
2026-05-01T16:46:04,26.7,839.72,20.36,41.67,14.4,1
2026-05-01T16:46:05,26.7,839.76,20.35,41.67,13.5,1
2026-05-01T16:46:06,26.71,839.74,20.35,41.67,13.4,1
2026-05-01T16:46:07,26.7,839.76,20.36,41.67,14.0,1
2026-05-01T16:46:08,26.7,839.75,20.37,41.67,14.2,1
2026-05-01T16:46:09,26.71,839.76,20.37,41.67,14.0,1
2026-05-01T16:46:10,26.71,839.77,20.37,41.67,13.7,1
2026-05-01T16:46:11,26.71,839.74,20.37,41.67,14.2,1
2026-05-01T16:46:12,26.71,839.75,20.4,41.67,12.9,1
2026-05-01T16:46:13,26.71,839.72,20.41,41.67,14.0,1
2026-05-01T16:46:14,26.71,839.75,20.42,41.67,13.9,1
2026-05-01T16:46:15,26.71,839.76,20.36,41.67,12.7,1
2026-05-01T16:46:16,26.71,839.77,20.32,41.67,13.3,1
2026-05-01T16:46:18,26.71,839.77,20.34,41.67,14.4,1
2026-05-01T16:46:19,26.71,839.75,20.36,40.83,14.4,1
2026-05-01T16:46:20,26.72,839.77,20.4,40.83,14.4,1
2026-05-01T16:46:21,26.72,839.76,20.4,40.83,13.9,1
2026-05-01T16:46:22,26.72,839.76,20.39,40.83,13.8,1
2026-05-01T16:46:23,26.72,839.77,20.39,40.83,14.7,1
2026-05-01T16:46:24,26.72,839.79,20.39,40.83,16.4,1
2026-05-01T16:46:25,26.72,839.76,20.37,40.0,17.8,1
2026-05-01T16:46:26,26.72,839.75,20.39,40.0,18.3,1
2026-05-01T16:46:27,26.72,839.75,20.41,40.0,17.1,1
2026-05-01T16:46:28,26.72,839.76,20.43,40.0,15.6,1
2026-05-01T16:46:29,26.73,839.76,20.44,40.0,17.2,1
2026-05-01T16:46:30,26.73,839.76,20.46,40.0,17.7,1
2026-05-01T16:46:31,26.73,839.74,20.46,39.17,15.8,1
2026-05-01T16:46:32,26.73,839.75,20.44,39.17,14.5,1
2026-05-01T16:46:33,26.73,839.76,20.44,39.17,16.8,1
2026-05-01T16:46:34,26.73,839.75,20.44,39.17,17.0,1
2026-05-01T16:46:35,26.73,839.71,20.45,39.17,18.0,1
2026-05-01T16:46:36,26.73,839.74,20.46,38.33,17.1,1
2026-05-01T16:46:37,26.74,839.76,20.47,38.33,16.1,1
2026-05-01T16:46:38,26.74,839.78,20.46,37.5,16.8,1
2026-05-01T16:46:39,26.74,839.76,20.39,37.5,17.3,1
2026-05-01T16:46:41,26.74,839.75,20.33,38.33,19.3,1
2026-05-01T16:46:42,26.74,839.74,20.32,38.33,19.3,1
2026-05-01T16:46:43,26.74,839.73,20.32,38.33,20.1,1
2026-05-01T16:46:44,26.75,839.75,20.31,38.33,17.9,1
2026-05-01T16:46:45,26.75,839.73,20.31,38.33,19.0,1
2026-05-01T16:46:46,26.76,839.77,20.33,39.17,20.8,1
2026-05-01T16:46:47,26.75,839.75,20.33,38.33,18.7,1
2026-05-01T16:46:48,26.76,839.75,20.34,38.33,18.1,1
2026-05-01T16:46:49,26.76,839.73,20.34,39.17,19.4,1
2026-05-01T16:46:50,26.76,839.73,20.34,39.17,20.7,1
2026-05-01T16:46:51,26.76,839.73,20.32,39.17,20.0,1
2026-05-01T16:46:52,26.76,839.74,20.28,39.17,21.4,1
2026-05-01T16:46:53,26.76,839.75,20.26,38.33,18.4,1
2026-05-01T16:46:54,26.76,839.74,20.25,38.33,18.4,1
2026-05-01T16:46:55,26.76,839.74,20.25,38.33,20.0,1
2026-05-01T16:46:56,26.77,839.72,20.27,37.5,16.1,1
